x,y,z,   ,q0,q1,q2,q3
17,-5,5,   ,-16.38953632,0,-57,-90
17,-4,0,   ,-13.24051597,2,-68,-89
17,-4,1,   ,-13.24051597,0,-67,-90
17,-4,2,   ,-13.24051597,0,-65,-90
17,-4,3,   ,-13.24051597,0,-62,-90
17,-4,4,   ,-13.24051597,0,-60,-90
17,-4,5,   ,-13.24051597,0,-57,-90
17,-3,0,   ,-10.00797596,1,-69,-89
17,-3,1,   ,-10.00797596,0,-67,-90
17,-3,2,   ,-10.00797596,0,-65,-90
17,-3,3,   ,-10.00797596,0,-63,-90
17,-3,4,   ,-10.00797596,0,-60,-90
17,-3,5,   ,-10.00797596,0,-58,-90
17,-2,0,   ,-6.709833092,0,-70,-89
17,-2,1,   ,-6.709833092,0,-67,-90
17,-2,2,   ,-6.709833092,0,-65,-90
17,-2,3,   ,-6.709833092,0,-63,-90
17,-2,4,   ,-6.709833092,0,-60,-90
17,-2,5,   ,-6.709833092,0,-58,-90
17,-1,0,   ,-3.366457107,0,-70,-89
17,-1,1,   ,-3.366457107,0,-67,-90
17,-1,2,   ,-3.366457107,0,-65,-90
17,-1,3,   ,-3.366457107,0,-63,-90
17,-1,4,   ,-3.366457107,0,-60,-90
17,-1,5,   ,-3.366457107,0,-58,-90
17,0,0,   ,3.37E-06,0,-70,-89
17,0,1,   ,3.37E-06,0,-67,-90
17,0,2,   ,3.37E-06,0,-65,-90
17,0,3,   ,3.37E-06,0,-63,-90
17,0,4,   ,3.37E-06,0,-61,-90
17,0,5,   ,3.37E-06,0,-58,-90
17,1,0,   ,3.366463825,0,-70,-89
17,1,1,   ,3.366463825,0,-67,-90
17,1,2,   ,3.366463825,0,-65,-90
17,1,3,   ,3.366463825,0,-63,-90
17,1,4,   ,3.366463825,0,-60,-90
17,1,5,   ,3.366463825,0,-58,-90
17,2,0,   ,6.709839741,0,-70,-89
17,2,1,   ,6.709839741,0,-67,-90
17,2,2,   ,6.709839741,0,-65,-90
17,2,3,   ,6.709839741,0,-63,-90
17,2,4,   ,6.709839741,0,-60,-90
17,2,5,   ,6.709839741,0,-58,-90
17,3,0,   ,10.00798249,1,-69,-89
17,3,1,   ,10.00798249,0,-67,-90
17,3,2,   ,10.00798249,0,-65,-90
17,3,3,   ,10.00798249,0,-63,-90
17,3,4,   ,10.00798249,0,-60,-90
17,3,5,   ,10.00798249,0,-58,-90
17,4,0,   ,13.24052236,2,-68,-89
17,4,1,   ,13.24052236,0,-67,-90
17,4,2,   ,13.24052236,0,-65,-90
17,4,3,   ,13.24052236,0,-62,-90
17,4,4,   ,13.24052236,0,-60,-90
17,4,5,   ,13.24052236,0,-57,-90
17,5,0,   ,16.38954252,3,-67,-89
17,5,1,   ,16.38954252,0,-66,-90
17,5,2,   ,16.38954252,0,-64,-90
17,5,3,   ,16.38954252,0,-62,-90
17,5,4,   ,16.38954252,0,-60,-90
17,5,5,   ,16.38954252,0,-57,-90
17,6,0,   ,19.44003677,1,-70,-86
17,6,1,   ,19.44003677,1,-66,-89
17,6,2,   ,19.44003677,0,-64,-90
17,6,3,   ,19.44003677,0,-61,-90
17,6,4,   ,19.44003677,0,-59,-90
17,6,5,   ,19.44003677,0,-57,-90
17,7,0,   ,22.38013675,1,-71,-84
17,7,1,   ,22.38013675,1,-66,-88
17,7,2,   ,22.38013675,0,-63,-90
17,7,3,   ,22.38013675,0,-61,-90
17,7,4,   ,22.38013675,0,-59,-90
17,7,5,   ,22.38013675,0,-56,-90
17,8,0,   ,25.20112511,3,-69,-84
17,8,1,   ,25.20112511,1,-67,-86
17,8,2,   ,25.20112511,0,-64,-88
17,8,3,   ,25.20112511,0,-60,-90
17,8,4,   ,25.20112511,0,-58,-90
17,8,5,   ,25.20112511,0,-56,-90
17,9,0,   ,27.89727227,11,-58,-90
17,9,1,   ,27.89727227,0,-70,-82
17,9,2,   ,27.89727227,4,-59,-90
17,9,3,   ,27.89727227,1,-59,-90
17,9,4,   ,27.89727227,0,-58,-90
17,9,5,   ,27.89727227,0,-55,-90
17,10,0,   ,30.46554595,1,-74,-77
17,10,1,   ,30.46554595,8,-59,-88
17,10,2,   ,30.46554595,1,-65,-84
17,10,3,   ,30.46554595,4,-56,-90
17,10,4,   ,30.46554595,1,-56,-90
17,10,5,   ,30.46554595,0,-55,-90
17,11,0,   ,32.90524376,11,-60,-85
17,11,1,   ,32.90524376,5,-65,-82
17,11,2,   ,32.90524376,0,-68,-80
17,11,3,   ,32.90524376,6,-54,-90
17,11,4,   ,32.90524376,1,-58,-87
17,11,5,   ,32.90524376,1,-53,-90
17,12,0,   ,35.21759363,3,-74,-73
17,12,1,   ,35.21759363,15,-50,-90
17,12,2,   ,35.21759363,1,-68,-78
17,12,3,   ,35.21759363,5,-57,-86
17,12,4,   ,35.21759363,0,-61,-83
17,12,5,   ,35.21759363,1,-55,-87
17,13,0,   ,37.40535713,18,-51,-87
17,13,1,   ,37.40535713,16,-50,-88
17,13,2,   ,37.40535713,4,-65,-78
17,13,3,   ,37.40535713,11,-49,-89
17,13,4,   ,37.40535713,1,-61,-81
17,13,5,   ,37.40535713,7,-47,-90
17,14,0,   ,39.4724602,20,-49,-86
17,14,1,   ,39.4724602,18,-48,-87
17,14,2,   ,39.4724602,2,-70,-72
17,14,3,   ,39.4724602,6,-59,-80
17,14,4,   ,39.4724602,9,-50,-86
17,14,5,   ,39.4724602,4,-54,-83
17,15,0,   ,41.42366585,15,-59,-77
17,15,1,   ,41.42366585,13,-58,-78
17,15,2,   ,41.42366585,18,-45,-87
17,15,3,   ,41.42366585,2,-68,-71
17,15,4,   ,41.42366585,13,-45,-87
17,15,5,   ,41.42366585,3,-58,-78
17,16,0,   ,43.26429552,15,-61,-73
17,16,1,   ,43.26429552,13,-60,-74
17,16,2,   ,43.26429552,11,-59,-75
17,16,3,   ,43.26429552,21,-37,-90
17,16,4,   ,43.26429552,10,-52,-80
17,16,5,   ,43.26429552,1,-64,-71
17,17,0,   ,45,3,-85,-51
17,17,1,   ,45,17,-55,-75
17,17,2,   ,45,25,-36,-88
17,17,3,   ,45,1,-75,-60
17,17,4,   ,45,12,-51,-78
17,17,5,   ,45,13,-45,-82
17,18,0,   ,46.63657695,26,-45,-79
17,18,1,   ,46.63657695,29,-35,-86
17,18,2,   ,46.63657695,5,-75,-57
17,18,3,   ,46.63657695,8,-65,-65
17,18,4,   ,46.63657695,3,-70,-61
17,18,5,   ,46.63657695,3,-66,-64
17,19,0,   ,48.17982994,35,-30,-86
17,19,1,   ,48.17982994,20,-54,-70
17,19,2,   ,48.17982994,16,-57,-68
17,19,3,   ,48.17982994,18,-49,-74
17,19,4,   ,48.17982994,28,-26,-89
17,19,5,   ,48.17982994,11,-54,-70
17,20,0,   ,49.63546318,35,-32,-82
17,20,1,   ,49.63546318,27,-43,-75
17,20,2,   ,49.63546318,6,-80,-46
17,20,3,   ,49.63546318,23,-42,-76
17,20,4,   ,49.63546318,11,-61,-62
17,20,5,   ,49.63546318,23,-34,-81
18,-21,0,   ,-49.39870243,6,-106,-9
18,-21,1,   ,-49.39870243,22,-58,-58
18,-21,2,   ,-49.39870243,15,-68,-50
18,-21,3,   ,-49.39870243,13,-68,-50
18,-21,4,   ,-49.39870243,6,-79,-40
18,-21,5,   ,-49.39870243,8,-70,-48
18,-20,0,   ,-48.0127845,35,-34,-78
18,-20,1,   ,-48.0127845,21,-57,-62
18,-20,2,   ,-48.0127845,30,-35,-78
18,-20,3,   ,-48.0127845,5,-81,-42
18,-20,4,   ,-48.0127845,15,-56,-63
18,-20,5,   ,-48.0127845,34,-15,-90
18,-19,0,   ,-46.5481546,7,-88,-38
18,-19,1,   ,-46.5481546,15,-66,-58
18,-19,2,   ,-46.5481546,0,-93,-34
18,-19,3,   ,-46.5481546,25,-38,-79
18,-19,4,   ,-46.5481546,27,-30,-84
18,-19,5,   ,-46.5481546,15,-49,-71
18,-18,0,   ,-44.99999682,1,-97,-33
18,-18,1,   ,-44.99999682,11,-71,-57
18,-18,2,   ,-44.99999682,3,-82,-48
18,-18,3,   ,-44.99999682,18,-49,-74
18,-18,4,   ,-44.99999682,2,-75,-54
18,-18,5,   ,-44.99999682,2,-71,-57
18,-17,0,   ,-43.36341969,26,-45,-79
18,-17,1,   ,-43.36341969,29,-35,-86
18,-17,2,   ,-43.36341969,5,-75,-57
18,-17,3,   ,-43.36341969,8,-65,-65
18,-17,4,   ,-43.36341969,3,-70,-61
18,-17,5,   ,-43.36341969,3,-66,-64
18,-16,0,   ,-41.63353598,24,-47,-80
18,-16,1,   ,-41.63353598,27,-37,-87
18,-16,2,   ,-41.63353598,25,-36,-88
18,-16,3,   ,-41.63353598,6,-66,-67
18,-16,4,   ,-41.63353598,17,-42,-84
18,-16,5,   ,-41.63353598,7,-56,-74
18,-15,0,   ,-39.80556765,22,-49,-81
18,-15,1,   ,-39.80556765,8,-69,-67
18,-15,2,   ,-39.80556765,18,-47,-83
18,-15,3,   ,-39.80556765,12,-53,-79
18,-15,4,   ,-39.80556765,13,-47,-83
18,-15,5,   ,-39.80556765,17,-36,-90
18,-14,0,   ,-37.87498013,25,-42,-88
18,-14,1,   ,-37.87498013,23,-41,-89
18,-14,2,   ,-37.87498013,10,-59,-77
18,-14,3,   ,-37.87498013,1,-70,-69
18,-14,4,   ,-37.87498013,5,-59,-77
18,-14,5,   ,-37.87498013,13,-41,-89
18,-13,0,   ,-35.83764935,9,-68,-72
18,-13,1,   ,-35.83764935,21,-43,-90
18,-13,2,   ,-35.83764935,3,-69,-72
18,-13,3,   ,-35.83764935,7,-58,-80
18,-13,4,   ,-35.83764935,8,-52,-84
18,-13,5,   ,-35.83764935,9,-46,-88
18,-12,0,   ,-33.69006385,13,-60,-80
18,-12,1,   ,-33.69006385,9,-62,-79
18,-12,2,   ,-33.69006385,0,-72,-72
18,-12,3,   ,-33.69006385,6,-58,-82
18,-12,4,   ,-33.69006385,7,-52,-86
18,-12,5,   ,-33.69006385,8,-46,-90
18,-11,0,   ,-31.42956188,14,-57,-84
18,-11,1,   ,-31.42956188,10,-59,-83
18,-11,2,   ,-31.42956188,1,-69,-76
18,-11,3,   ,-31.42956188,5,-58,-84
18,-11,4,   ,-31.42956188,6,-52,-88
18,-11,5,   ,-31.42956188,1,-56,-85
18,-10,0,   ,-29.05460032,2,-75,-73
18,-10,1,   ,-29.05460032,11,-56,-87
18,-10,2,   ,-29.05460032,0,-69,-78
18,-10,3,   ,-29.05460032,6,-55,-88
18,-10,4,   ,-29.05460032,5,-52,-90
18,-10,5,   ,-29.05460032,0,-56,-87
18,-9,0,   ,-26.56504736,3,-72,-77
18,-9,1,   ,-26.56504736,1,-71,-78
18,-9,2,   ,-26.56504736,3,-63,-84
18,-9,3,   ,-26.56504736,4,-57,-88
18,-9,4,   ,-26.56504736,3,-54,-90
18,-9,5,   ,-26.56504736,0,-55,-89
18,-8,0,   ,-23.96248514,1,-74,-77
18,-8,1,   ,-23.96248514,6,-62,-86
18,-8,2,   ,-23.96248514,1,-65,-84
18,-8,3,   ,-23.96248514,4,-56,-90
18,-8,4,   ,-23.96248514,1,-56,-90
18,-8,5,   ,-23.96248514,0,-55,-90
18,-7,0,   ,-21.25050167,1,-73,-79
18,-7,1,   ,-21.25050167,8,-58,-90
18,-7,2,   ,-21.25050167,1,-64,-86
18,-7,3,   ,-21.25050167,0,-61,-88
18,-7,4,   ,-21.25050167,0,-57,-90
18,-7,5,   ,-21.25050167,0,-55,-90
18,-6,0,   ,-18.434945,4,-68,-84
18,-6,1,   ,-18.434945,2,-66,-86
18,-6,2,   ,-18.434945,1,-63,-88
18,-6,3,   ,-18.434945,0,-60,-90
18,-6,4,   ,-18.434945,0,-58,-90
18,-6,5,   ,-18.434945,0,-55,-90
18,-5,0,   ,-15.52410722,3,-69,-84
18,-5,1,   ,-15.52410722,1,-67,-86
18,-5,2,   ,-15.52410722,1,-62,-90
18,-5,3,   ,-15.52410722,0,-61,-90
18,-5,4,   ,-15.52410722,0,-58,-90
18,-5,5,   ,-15.52410722,0,-56,-90
18,-4,0,   ,-12.528804,1,-71,-84
18,-4,1,   ,-12.528804,3,-64,-89
18,-4,2,   ,-12.528804,0,-63,-90
18,-4,3,   ,-12.528804,0,-61,-90
18,-4,4,   ,-12.528804,0,-59,-90
18,-4,5,   ,-12.528804,0,-56,-90
18,-3,0,   ,-9.462318595,0,-72,-84
18,-3,1,   ,-9.462318595,2,-65,-89
18,-3,2,   ,-9.462318595,0,-63,-90
18,-3,3,   ,-9.462318595,0,-61,-90
18,-3,4,   ,-9.462318595,0,-59,-90
18,-3,5,   ,-9.462318595,0,-56,-90
18,-2,0,   ,-6.340188252,0,-72,-84
18,-2,1,   ,-6.340188252,1,-66,-89
18,-2,2,   ,-6.340188252,0,-64,-90
18,-2,3,   ,-6.340188252,0,-61,-90
18,-2,4,   ,-6.340188252,0,-59,-90
18,-2,5,   ,-6.340188252,0,-56,-90
18,-1,0,   ,-3.17982677,1,-70,-86
18,-1,1,   ,-3.17982677,1,-66,-89
18,-1,2,   ,-3.17982677,0,-64,-90
18,-1,3,   ,-3.17982677,0,-61,-90
18,-1,4,   ,-3.17982677,0,-59,-90
18,-1,5,   ,-3.17982677,0,-57,-90
18,0,0,   ,3.18E-06,1,-70,-86
18,0,1,   ,3.18E-06,1,-66,-89
18,0,2,   ,3.18E-06,0,-64,-90
18,0,3,   ,3.18E-06,0,-61,-90
18,0,4,   ,3.18E-06,0,-59,-90
18,0,5,   ,3.18E-06,0,-57,-90
18,1,0,   ,3.179833117,1,-70,-86
18,1,1,   ,3.179833117,1,-66,-89
18,1,2,   ,3.179833117,0,-64,-90
18,1,3,   ,3.179833117,0,-61,-90
18,1,4,   ,3.179833117,0,-59,-90
18,1,5,   ,3.179833117,0,-57,-90
18,2,0,   ,6.340194541,0,-72,-84
18,2,1,   ,6.340194541,1,-66,-89
18,2,2,   ,6.340194541,0,-64,-90
18,2,3,   ,6.340194541,0,-61,-90
18,2,4,   ,6.340194541,0,-59,-90
18,2,5,   ,6.340194541,0,-56,-90
18,3,0,   ,9.462324789,0,-72,-84
18,3,1,   ,9.462324789,2,-65,-89
18,3,2,   ,9.462324789,0,-63,-90
18,3,3,   ,9.462324789,0,-61,-90
18,3,4,   ,9.462324789,0,-59,-90
18,3,5,   ,9.462324789,0,-56,-90
18,4,0,   ,12.52881007,1,-71,-84
18,4,1,   ,12.52881007,3,-64,-89
18,4,2,   ,12.52881007,0,-63,-90
18,4,3,   ,12.52881007,0,-61,-90
18,4,4,   ,12.52881007,0,-59,-90
18,4,5,   ,12.52881007,0,-56,-90
18,5,0,   ,15.52411313,3,-69,-84
18,5,1,   ,15.52411313,1,-67,-86
18,5,2,   ,15.52411313,1,-62,-90
18,5,3,   ,15.52411313,0,-61,-90
18,5,4,   ,15.52411313,0,-58,-90
18,5,5,   ,15.52411313,0,-56,-90
18,6,0,   ,18.43495073,4,-68,-84
18,6,1,   ,18.43495073,2,-66,-86
18,6,2,   ,18.43495073,1,-63,-88
18,6,3,   ,18.43495073,0,-60,-90
18,6,4,   ,18.43495073,0,-58,-90
18,6,5,   ,18.43495073,0,-55,-90
18,7,0,   ,21.2505072,1,-73,-79
18,7,1,   ,21.2505072,8,-58,-90
18,7,2,   ,21.2505072,1,-64,-86
18,7,3,   ,21.2505072,0,-61,-88
18,7,4,   ,21.2505072,0,-57,-90
18,7,5,   ,21.2505072,0,-55,-90
18,8,0,   ,23.96249045,1,-74,-77
18,8,1,   ,23.96249045,6,-62,-86
18,8,2,   ,23.96249045,1,-65,-84
18,8,3,   ,23.96249045,4,-56,-90
18,8,4,   ,23.96249045,1,-56,-90
18,8,5,   ,23.96249045,0,-55,-90
18,9,0,   ,26.56505245,3,-72,-77
18,9,1,   ,26.56505245,1,-71,-78
18,9,2,   ,26.56505245,3,-63,-84
18,9,3,   ,26.56505245,4,-57,-88
18,9,4,   ,26.56505245,3,-54,-90
18,9,5,   ,26.56505245,0,-55,-89
18,10,0,   ,29.05460518,2,-75,-73
18,10,1,   ,29.05460518,11,-56,-87
18,10,2,   ,29.05460518,0,-69,-78
18,10,3,   ,29.05460518,6,-55,-88
18,10,4,   ,29.05460518,5,-52,-90
18,10,5,   ,29.05460518,0,-56,-87
18,11,0,   ,31.42956652,14,-57,-84
18,11,1,   ,31.42956652,10,-59,-83
18,11,2,   ,31.42956652,1,-69,-76
18,11,3,   ,31.42956652,5,-58,-84
18,11,4,   ,31.42956652,6,-52,-88
18,11,5,   ,31.42956652,1,-56,-85
18,12,0,   ,33.69006826,13,-60,-80
18,12,1,   ,33.69006826,9,-62,-79
18,12,2,   ,33.69006826,0,-72,-72
18,12,3,   ,33.69006826,6,-58,-82
18,12,4,   ,33.69006826,7,-52,-86
18,12,5,   ,33.69006826,8,-46,-90
18,13,0,   ,35.83765354,9,-68,-72
18,13,1,   ,35.83765354,21,-43,-90
18,13,2,   ,35.83765354,3,-69,-72
18,13,3,   ,35.83765354,7,-58,-80
18,13,4,   ,35.83765354,8,-52,-84
18,13,5,   ,35.83765354,9,-46,-88
18,14,0,   ,37.87498409,25,-42,-88
18,14,1,   ,37.87498409,23,-41,-89
18,14,2,   ,37.87498409,10,-59,-77
18,14,3,   ,37.87498409,1,-70,-69
18,14,4,   ,37.87498409,5,-59,-77
18,14,5,   ,37.87498409,13,-41,-89
18,15,0,   ,39.80557141,22,-49,-81
18,15,1,   ,39.80557141,8,-69,-67
18,15,2,   ,39.80557141,18,-47,-83
18,15,3,   ,39.80557141,12,-53,-79
18,15,4,   ,39.80557141,13,-47,-83
18,15,5,   ,39.80557141,17,-36,-90
18,16,0,   ,41.63353953,24,-47,-80
18,16,1,   ,41.63353953,27,-37,-87
18,16,2,   ,41.63353953,25,-36,-88
18,16,3,   ,41.63353953,6,-66,-67
18,16,4,   ,41.63353953,17,-42,-84
18,16,5,   ,41.63353953,7,-56,-74
18,17,0,   ,43.36342305,26,-45,-79
18,17,1,   ,43.36342305,29,-35,-86
18,17,2,   ,43.36342305,5,-75,-57
18,17,3,   ,43.36342305,8,-65,-65
18,17,4,   ,43.36342305,3,-70,-61
18,17,5,   ,43.36342305,3,-66,-64
18,18,0,   ,45,1,-97,-33
18,18,1,   ,45,11,-71,-57
18,18,2,   ,45,3,-82,-48
18,18,3,   ,45,18,-49,-74
18,18,4,   ,45,2,-75,-54
18,18,5,   ,45,2,-71,-57
18,19,0,   ,46.54815762,7,-88,-38
18,19,1,   ,46.54815762,15,-66,-58
18,19,2,   ,46.54815762,0,-93,-34
18,19,3,   ,46.54815762,25,-38,-79
18,19,4,   ,46.54815762,27,-30,-84
18,19,5,   ,46.54815762,15,-49,-71
18,20,0,   ,48.01278735,35,-34,-78
18,20,1,   ,48.01278735,21,-57,-62
18,20,2,   ,48.01278735,30,-35,-78
18,20,3,   ,48.01278735,5,-81,-42
18,20,4,   ,48.01278735,15,-56,-63
18,20,5,   ,48.01278735,34,-15,-90
19,-21,0,   ,-47.86240237,9,-106,-4
19,-21,1,   ,-47.86240237,17,-72,-43
19,-21,2,   ,-47.86240237,5,-101,-12
19,-21,3,   ,-47.86240237,3,-101,-12
19,-21,4,   ,-47.86240237,1,-101,-12
19,-21,5,   ,-47.86240237,36,-16,-84
19,-20,0,   ,-46.46879778,30,-46,-67
19,-20,1,   ,-46.46879778,13,-77,-42
19,-20,2,   ,-46.46879778,1,-107,-9
19,-20,3,   ,-46.46879778,19,-55,-61
19,-20,4,   ,-46.46879778,29,-31,-78
19,-20,5,   ,-46.46879778,22,-41,-71
19,-19,0,   ,-44.99999698,14,-76,-46
19,-19,1,   ,-44.99999698,6,-89,-34
19,-19,2,   ,-44.99999698,8,-79,-44
19,-19,3,   ,-44.99999698,13,-64,-57
19,-19,4,   ,-44.99999698,21,-44,-72
19,-19,5,   ,-44.99999698,0,-83,-40
19,-18,0,   ,-43.45183921,7,-88,-38
19,-18,1,   ,-43.45183921,15,-66,-58
19,-18,2,   ,-43.45183921,0,-93,-34
19,-18,3,   ,-43.45183921,25,-38,-79
19,-18,4,   ,-43.45183921,27,-30,-84
19,-18,5,   ,-43.45183921,15,-49,-71
19,-17,0,   ,-41.82016671,35,-30,-86
19,-17,1,   ,-41.82016671,20,-54,-70
19,-17,2,   ,-41.82016671,16,-57,-68
19,-17,3,   ,-41.82016671,18,-49,-74
19,-17,4,   ,-41.82016671,28,-26,-89
19,-17,5,   ,-41.82016671,11,-54,-70
19,-16,0,   ,-40.1009043,6,-83,-49
19,-16,1,   ,-40.1009043,27,-39,-83
19,-16,2,   ,-40.1009043,0,-85,-48
19,-16,3,   ,-40.1009043,12,-58,-70
19,-16,4,   ,-40.1009043,7,-63,-66
19,-16,5,   ,-40.1009043,9,-55,-72
19,-15,0,   ,-38.29015987,4,-84,-51
19,-15,1,   ,-38.29015987,9,-70,-63
19,-15,2,   ,-38.29015987,12,-60,-71
19,-15,3,   ,-38.29015987,19,-43,-83
19,-15,4,   ,-38.29015987,5,-64,-68
19,-15,5,   ,-38.29015987,20,-33,-89
19,-14,0,   ,-36.38434842,2,-85,-53
19,-14,1,   ,-36.38434842,1,-82,-56
19,-14,2,   ,-36.38434842,7,-67,-68
19,-14,3,   ,-36.38434842,13,-52,-79
19,-14,4,   ,-36.38434842,19,-37,-89
19,-14,5,   ,-36.38434842,6,-56,-76
19,-13,0,   ,-34.38034126,15,-60,-75
19,-13,1,   ,-34.38034126,13,-59,-76
19,-13,2,   ,-34.38034126,11,-58,-77
19,-13,3,   ,-34.38034126,2,-69,-69
19,-13,4,   ,-34.38034126,6,-58,-77
19,-13,5,   ,-34.38034126,3,-59,-76
19,-12,0,   ,-32.2756408,16,-57,-79
19,-12,1,   ,-32.2756408,8,-66,-73
19,-12,2,   ,-32.2756408,10,-58,-79
19,-12,3,   ,-32.2756408,1,-69,-71
19,-12,4,   ,-32.2756408,5,-58,-79
19,-12,5,   ,-32.2756408,2,-59,-78
19,-11,0,   ,-30.06857926,17,-54,-83
19,-11,1,   ,-30.06857926,9,-63,-77
19,-11,2,   ,-30.06857926,11,-55,-83
19,-11,3,   ,-30.06857926,12,-49,-87
19,-11,4,   ,-30.06857926,11,-46,-89
19,-11,5,   ,-30.06857926,8,-47,-88
19,-10,0,   ,-27.758537,12,-61,-80
19,-10,1,   ,-27.758537,10,-60,-81
19,-10,2,   ,-27.758537,15,-47,-90
19,-10,3,   ,-27.758537,5,-59,-82
19,-10,4,   ,-27.758537,8,-50,-88
19,-10,5,   ,-27.758537,3,-54,-85
19,-9,0,   ,-25.34617231,14,-57,-84
19,-9,1,   ,-25.34617231,16,-49,-90
19,-9,2,   ,-25.34617231,4,-64,-80
19,-9,3,   ,-25.34617231,9,-51,-89
19,-9,4,   ,-25.34617231,1,-60,-83
19,-9,5,   ,-25.34617231,5,-49,-90
19,-8,0,   ,-22.83365054,2,-75,-73
19,-8,1,   ,-22.83365054,11,-56,-87
19,-8,2,   ,-22.83365054,0,-69,-78
19,-8,3,   ,-22.83365054,6,-55,-88
19,-8,4,   ,-22.83365054,1,-59,-85
19,-8,5,   ,-22.83365054,0,-56,-87
19,-7,0,   ,-20.2248558,11,-60,-85
19,-7,1,   ,-20.2248558,5,-65,-82
19,-7,2,   ,-20.2248558,0,-68,-80
19,-7,3,   ,-20.2248558,6,-54,-90
19,-7,4,   ,-20.2248558,1,-58,-87
19,-7,5,   ,-20.2248558,1,-53,-90
19,-6,0,   ,-17.52556477,0,-76,-75
19,-6,1,   ,-17.52556477,0,-72,-78
19,-6,2,   ,-17.52556477,2,-64,-84
19,-6,3,   ,-17.52556477,5,-55,-90
19,-6,4,   ,-17.52556477,2,-55,-90
19,-6,5,   ,-17.52556477,0,-54,-90
19,-5,0,   ,-14.74355927,12,-57,-89
19,-5,1,   ,-14.74355927,4,-65,-84
19,-5,2,   ,-14.74355927,6,-57,-90
19,-5,3,   ,-14.74355927,3,-57,-90
19,-5,4,   ,-14.74355927,0,-57,-90
19,-5,5,   ,-14.74355927,0,-55,-90
19,-4,0,   ,-11.88865454,1,-73,-79
19,-4,1,   ,-11.88865454,1,-69,-82
19,-4,2,   ,-11.88865454,5,-58,-90
19,-4,3,   ,-11.88865454,2,-58,-90
19,-4,4,   ,-11.88865454,0,-57,-90
19,-4,5,   ,-11.88865454,0,-55,-90
19,-3,0,   ,-8.972623208,11,-58,-90
19,-3,1,   ,-8.972623208,0,-70,-82
19,-3,2,   ,-8.972623208,4,-59,-90
19,-3,3,   ,-8.972623208,1,-59,-90
19,-3,4,   ,-8.972623208,0,-58,-90
19,-3,5,   ,-8.972623208,0,-55,-90
19,-2,0,   ,-6.009002661,7,-64,-86
19,-2,1,   ,-6.009002661,1,-68,-84
19,-2,2,   ,-6.009002661,0,-65,-86
19,-2,3,   ,-6.009002661,0,-60,-90
19,-2,4,   ,-6.009002661,0,-58,-90
19,-2,5,   ,-6.009002661,0,-55,-90
19,-1,0,   ,-3.012784339,10,-59,-90
19,-1,1,   ,-3.012784339,1,-68,-84
19,-1,2,   ,-3.012784339,1,-63,-88
19,-1,3,   ,-3.012784339,0,-60,-90
19,-1,4,   ,-3.012784339,0,-58,-90
19,-1,5,   ,-3.012784339,0,-55,-90
19,0,0,   ,3.02E-06,10,-59,-90
19,0,1,   ,3.02E-06,1,-68,-84
19,0,2,   ,3.02E-06,1,-63,-88
19,0,3,   ,3.02E-06,0,-60,-90
19,0,4,   ,3.02E-06,0,-58,-90
19,0,5,   ,3.02E-06,0,-55,-90
19,1,0,   ,3.012790353,10,-59,-90
19,1,1,   ,3.012790353,1,-68,-84
19,1,2,   ,3.012790353,1,-63,-88
19,1,3,   ,3.012790353,0,-60,-90
19,1,4,   ,3.012790353,0,-58,-90
19,1,5,   ,3.012790353,0,-55,-90
19,2,0,   ,6.009008626,7,-64,-86
19,2,1,   ,6.009008626,1,-68,-84
19,2,2,   ,6.009008626,0,-65,-86
19,2,3,   ,6.009008626,0,-60,-90
19,2,4,   ,6.009008626,0,-58,-90
19,2,5,   ,6.009008626,0,-55,-90
19,3,0,   ,8.972629093,11,-58,-90
19,3,1,   ,8.972629093,0,-70,-82
19,3,2,   ,8.972629093,4,-59,-90
19,3,3,   ,8.972629093,1,-59,-90
19,3,4,   ,8.972629093,0,-58,-90
19,3,5,   ,8.972629093,0,-55,-90
19,4,0,   ,11.88866032,1,-73,-79
19,4,1,   ,11.88866032,1,-69,-82
19,4,2,   ,11.88866032,5,-58,-90
19,4,3,   ,11.88866032,2,-58,-90
19,4,4,   ,11.88866032,0,-57,-90
19,4,5,   ,11.88866032,0,-55,-90
19,5,0,   ,14.74356491,12,-57,-89
19,5,1,   ,14.74356491,4,-65,-84
19,5,2,   ,14.74356491,6,-57,-90
19,5,3,   ,14.74356491,3,-57,-90
19,5,4,   ,14.74356491,0,-57,-90
19,5,5,   ,14.74356491,0,-55,-90
19,6,0,   ,17.52557025,0,-76,-75
19,6,1,   ,17.52557025,0,-72,-78
19,6,2,   ,17.52557025,2,-64,-84
19,6,3,   ,17.52557025,5,-55,-90
19,6,4,   ,17.52557025,2,-55,-90
19,6,5,   ,17.52557025,0,-54,-90
19,7,0,   ,20.22486111,11,-60,-85
19,7,1,   ,20.22486111,5,-65,-82
19,7,2,   ,20.22486111,0,-68,-80
19,7,3,   ,20.22486111,6,-54,-90
19,7,4,   ,20.22486111,1,-58,-87
19,7,5,   ,20.22486111,1,-53,-90
19,8,0,   ,22.83365566,2,-75,-73
19,8,1,   ,22.83365566,11,-56,-87
19,8,2,   ,22.83365566,0,-69,-78
19,8,3,   ,22.83365566,6,-55,-88
19,8,4,   ,22.83365566,1,-59,-85
19,8,5,   ,22.83365566,0,-56,-87
19,9,0,   ,25.34617724,14,-57,-84
19,9,1,   ,25.34617724,16,-49,-90
